,Package,Item,Title,Rows,Cols,csv,doc
10,datasets,Nile,Flow of the River Nile,100,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/Nile.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/Nile.html
11,datasets,OrchardSprays,Potency of Orchard Sprays,64,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/OrchardSprays.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/OrchardSprays.html
12,datasets,PlantGrowth,Results from an Experiment on Plant Growth,30,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/PlantGrowth.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/PlantGrowth.html
13,datasets,Puromycin,Reaction Velocity of an Enzymatic Reaction,23,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/Puromycin.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/Puromycin.html
14,datasets,Titanic,Survival of passengers on the Titanic,1313,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/Titanic.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/Titanic.html
15,datasets,ToothGrowth,The Effect of Vitamin C on Tooth Growth in Guinea Pigs,60,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/ToothGrowth.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/ToothGrowth.html
16,datasets,UCBAdmissions,Student Admissions at UC Berkeley,2,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/UCBAdmissions.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/UCBAdmissions.html
17,datasets,UKDriverDeaths,Road Casualties in Great Britain 1969-84,192,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/UKDriverDeaths.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/UKDriverDeaths.html
18,datasets,UKgas,UK Quarterly Gas Consumption,108,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/UKgas.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/UKgas.html
19,datasets,USAccDeaths,Accidental Deaths in the US 1973-1978,72,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/USAccDeaths.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/USAccDeaths.html
20,datasets,USArrests,Violent Crime Rates by US State,50,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/USArrests.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/USArrests.html
21,datasets,USJudgeRatings,Lawyers' Ratings of State Judges in the US Superior Court,43,12.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/USJudgeRatings.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/USJudgeRatings.html
22,datasets,USPersonalExpenditure,Personal Expenditure Data,5,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/USPersonalExpenditure.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/USPersonalExpenditure.html
23,datasets,VADeaths,Death Rates in Virginia (1940),5,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/VADeaths.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/VADeaths.html
24,datasets,WWWusage,Internet Usage per Minute,100,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/WWWusage.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/WWWusage.html
25,datasets,WorldPhones,The World's Telephones,7,7.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/WorldPhones.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/WorldPhones.html
26,datasets,airmiles,"Passenger Miles on Commercial US Airlines, 1937-1960",24,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/airmiles.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/airmiles.html
27,datasets,airquality,New York Air Quality Measurements,153,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/airquality.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/airquality.html
28,datasets,anscombe,Anscombe's Quartet of 'Identical' Simple Linear Regressions,11,8.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/anscombe.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/anscombe.html
29,datasets,attenu,The Joyner-Boore Attenuation Data,182,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/attenu.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/attenu.html
30,datasets,attitude,The Chatterjee-Price Attitude Data,30,7.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/attitude.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/attitude.html
31,datasets,austres,Quarterly Time Series of the Number of Australian Residents,89,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/austres.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/austres.html
32,datasets,cars,Speed and Stopping Distances of Cars,50,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/cars.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/cars.html
33,datasets,chickwts,Chicken Weights by Feed Type,71,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/chickwts.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/chickwts.html
34,datasets,co2,Mauna Loa Atmospheric CO2 Concentration,468,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/co2.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/co2.html
35,datasets,crimtab,Student's 3000 Criminals Data,42,22.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/crimtab.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/crimtab.html
36,datasets,discoveries,Yearly Numbers of Important Discoveries,100,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/discoveries.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/discoveries.html
37,datasets,esoph,"Smoking, Alcohol and (O)esophageal Cancer",88,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/esoph.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/esoph.html
38,datasets,euro,Conversion Rates of Euro Currencies,11,1.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/euro.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/euro.html
39,datasets,faithful,Old Faithful Geyser Data,272,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/faithful.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/faithful.html
40,datasets,freeny,Freeny's Revenue Data,39,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/freeny.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/freeny.html
41,datasets,infert,Infertility after Spontaneous and Induced Abortion,248,8.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/infert.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/infert.html
42,datasets,iris,Edgar Anderson's Iris Data,150,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/iris.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/iris.html
43,datasets,islands,Areas of the World's Major Landmasses,48,1.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/islands.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/islands.html
44,datasets,lh,Luteinizing Hormone in Blood Samples,48,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/lh.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/lh.html
45,datasets,longley,Longley's Economic Regression Data,16,7.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/longley.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/longley.html
46,datasets,lynx,Annual Canadian Lynx trappings 1821-1934,114,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/lynx.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/lynx.html
47,datasets,morley,Michelson Speed of Light Data,100,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/morley.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/morley.html
48,datasets,mtcars,Motor Trend Car Road Tests,32,11.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/mtcars.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/mtcars.html
49,datasets,nhtemp,Average Yearly Temperatures in New Haven,60,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/nhtemp.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/nhtemp.html
50,datasets,nottem,"Average Monthly Temperatures at Nottingham, 1920-1939",240,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/nottem.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/nottem.html
51,datasets,npk,"Classical N, P, K Factorial Experiment",24,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/npk.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/npk.html
52,datasets,occupationalStatus,Occupational Status of Fathers and their Sons,8,8.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/occupationalStatus.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/occupationalStatus.html
53,datasets,precip,Annual Precipitation in US Cities,70,1.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/precip.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/precip.html
54,datasets,presidents,Quarterly Approval Ratings of US Presidents,120,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/presidents.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/presidents.html
55,datasets,pressure,Vapor Pressure of Mercury as a Function of Temperature,19,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/pressure.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/pressure.html
56,datasets,quakes,Locations of Earthquakes off Fiji,1000,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/quakes.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/quakes.html
57,datasets,randu,Random Numbers from Congruential Generator RANDU,400,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/randu.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/randu.html
58,datasets,rivers,Lengths of Major North American Rivers,141,1.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/rivers.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/rivers.html
59,datasets,rock,Measurements on Petroleum Rock Samples,48,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/rock.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/rock.html
60,datasets,sleep,Student's Sleep Data,20,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/sleep.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/sleep.html
61,datasets,stackloss,Brownlee's Stack Loss Plant Data,21,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/stackloss.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/stackloss.html
62,datasets,sunspot.month,"Monthly Sunspot Data, from 1749 to ""Present""",3177,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/sunspot.month.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/sunspot.month.html
63,datasets,sunspot.year,"Yearly Sunspot Data, 1700-1988",289,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/sunspot.year.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/sunspot.year.html
64,datasets,sunspots,"Monthly Sunspot Numbers, 1749-1983",2820,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/sunspots.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/sunspots.html
65,datasets,swiss,Swiss Fertility and Socioeconomic Indicators (1888) Data,47,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/swiss.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/swiss.html
66,datasets,treering,"Yearly Treering Data, -6000-1979",7980,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/treering.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/treering.html
67,datasets,trees,"Girth, Height and Volume for Black Cherry Trees",31,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/trees.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/trees.html
68,datasets,uspop,Populations Recorded by the US Census,19,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/uspop.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/uspop.html
69,datasets,volcano,Topographic Information on Auckland's Maunga Whau Volcano,87,61.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/volcano.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/volcano.html
70,datasets,warpbreaks,The Number of Breaks in Yarn during Weaving,54,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/warpbreaks.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/warpbreaks.html
71,datasets,women,Average Heights and Weights for American Women,15,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/women.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/women.html
72,boot,acme,Monthly Excess Returns,60,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/acme.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/acme.html
73,boot,aids,Delay in AIDS Reporting in England and Wales,295,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/aids.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/aids.html
74,boot,aircondit,Failures of Air-conditioning Equipment,12,1.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/aircondit.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/aircondit.html
75,boot,aircondit7,Failures of Air-conditioning Equipment,24,1.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/aircondit7.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/aircondit7.html
76,boot,amis,Car Speeding and Warning Signs,8437,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/amis.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/amis.html
77,boot,aml,Remission Times for Acute Myelogenous Leukaemia,23,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/aml.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/aml.html
78,boot,bigcity,Population of U.S. Cities,49,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/bigcity.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/bigcity.html
79,boot,brambles,Spatial Location of Bramble Canes,823,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/brambles.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/brambles.html
80,boot,breslow,Smoking Deaths Among Doctors,10,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/breslow.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/breslow.html
81,boot,calcium,Calcium Uptake Data,27,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/calcium.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/calcium.html
82,boot,cane,Sugar-cane Disease Data,180,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cane.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cane.html
83,boot,capability,Simulated Manufacturing Process Data,75,1.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/capability.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/capability.html
84,boot,catsM,Weight Data for Domestic Cats,97,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/catsM.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/catsM.html
85,boot,cav,Position of Muscle Caveolae,138,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cav.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cav.html
86,boot,cd4,CD4 Counts for HIV-Positive Patients,20,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cd4.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cd4.html
87,boot,channing,Channing House Data,462,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/channing.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/channing.html
88,boot,city,Population of U.S. Cities,10,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/city.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/city.html
89,boot,claridge,Genetic Links to Left-handedness,37,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/claridge.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/claridge.html
90,boot,cloth,Number of Flaws in Cloth,32,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cloth.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cloth.html
91,boot,co.transfer,Carbon Monoxide Transfer,7,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/co.transfer.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/co.transfer.html
92,boot,coal,Dates of Coal Mining Disasters,191,1.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/coal.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/coal.html
93,boot,darwin,Darwin's Plant Height Differences,15,1.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/darwin.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/darwin.html
94,boot,dogs,Cardiac Data for Domestic Dogs,7,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/dogs.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/dogs.html
95,boot,downs.bc,Incidence of Down's Syndrome in British Columbia,30,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/downs.bc.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/downs.bc.html
96,boot,ducks,Behavioral and Plumage Characteristics of Hybrid Ducks,11,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/ducks.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/ducks.html
97,boot,fir,Counts of Balsam-fir Seedlings,50,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/fir.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/fir.html
98,boot,frets,Head Dimensions in Brothers,25,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/frets.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/frets.html
99,boot,grav,Acceleration Due to Gravity,26,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/grav.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/grav.html
100,boot,gravity,Acceleration Due to Gravity,81,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/gravity.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/gravity.html
101,boot,hirose,Failure Time of PET Film,44,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/hirose.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/hirose.html
102,boot,islay,Jura Quartzite Azimuths on Islay,18,1.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/islay.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/islay.html
103,boot,manaus,Average Heights of the Rio Negro river at Manaus,1080,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/manaus.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/manaus.html
104,boot,melanoma,Survival from Malignant Melanoma,37,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/melanoma.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/melanoma.html
105,boot,motor,Data from a Simulated Motorcycle Accident,94,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/motor.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/motor.html
106,boot,neuro,Neurophysiological Point Process Data,469,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/neuro.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/neuro.html
107,boot,nitrofen,Toxicity of Nitrofen in Aquatic Systems,50,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/nitrofen.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/nitrofen.html
108,boot,nodal,Nodal Involvement in Prostate Cancer,53,7.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/nodal.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/nodal.html
109,boot,nuclear,Nuclear Power Station Construction Data,32,11.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/nuclear.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/nuclear.html
110,boot,paulsen,Neurotransmission in Guinea Pig Brains,346,1.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/paulsen.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/paulsen.html
111,boot,poisons,Animal Survival Times,48,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/poisons.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/poisons.html
112,boot,polar,Pole Positions of New Caledonian Laterites,50,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/polar.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/polar.html
113,boot,remission,Cancer Remission and Cell Activity,27,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/remission.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/remission.html
114,boot,salinity,Water Salinity and River Discharge,28,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/salinity.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/salinity.html
115,boot,survival,Survival of Rats after Radiation Doses,14,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/survival.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/survival.html
116,boot,tau,Tau Particle Decay Modes,60,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/tau.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/tau.html
117,boot,tuna,Tuna Sighting Data,64,1.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/tuna.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/tuna.html
118,boot,urine,Urine Analysis Data,79,7.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/urine.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/urine.html
119,boot,wool,Australian Relative Wool Prices,309,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/wool.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/wool.html
120,DAAG,ACF1,Aberrant Crypt Foci in Rat Colons,22,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/ACF1.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DAAG/ACF1.html
